0,66,-9.5
1,65,-9.2
2,64,-8.9
3,68,-10.1
4,25,2.8
5,66,-9.5
6,62,-8.3
7,76,-12.5
8,56,-6.5
9,59,-7.4
10,50,-4.7
11,69,-10.4
12,69,-10.4
13,66,-9.5
14,61,-8
15,60,-7.7
16,59,-7.4
17,69,-10.4
18,57,-6.8
19,63,-8.6
20,57,-6.8
21,64,-8.9
22,58,-7.1
23,65,-9.2
24,56,-6.5
25,56,-6.5
26,52,-5.3
27,56,-6.5
28,64,-8.9
29,57,-6.8
30,62,-8.3
31,58,-7.1
32,51,-5
33,56,-6.5
34,26,2.5
35,53,-5.6
36,53,-5.6
37,57,-6.8
38,52,-5.3
39,65,-9.2
40,63,-8.6
41,23,3.4
42,67,-9.8
43,53,-5.6
44,56,-6.5
45,63,-8.6
46,63,-8.6
47,24,3.1
48,55,-6.2
49,54,-5.9
50,63,-8.6
51,62,-8.3
52,59,-7.4
53,56,-6.5
54,54,-5.9
55,56,-6.5
56,61,-8
57,57,-6.8
58,55,-6.2
59,73,-11.6
60,54,-5.9
61,58,-7.1
62,69,-10.4
63,29,1.6
64,52,-5.3
65,73,-11.6
66,70,-10.7
67,54,-5.9
68,50,-4.7
69,54,-5.9
70,29,1.6
71,64,-8.9
72,29,1.6
73,27,2.2
74,56,-6.5
75,35,-0.2
76,30,1.3
77,57,-6.8
78,50,-4.7
79,24,3.1
80,61,-8
81,27,2.2
82,59,-7.4
83,52,-5.3
84,52,-5.3
85,53,-5.6
86,55,-6.2
87,30,1.3
88,53,-5.6
89,71,-11
90,52,-5.3
91,24,3.1
92,27,2.2
93,65,-9.2
94,65,-9.2
95,66,-9.5
96,28,1.9
97,26,2.5
98,55,-6.2
99,22,3.7
100,32,0.7
101,27,2.2
102,30,1.3
103,55,-6.2
104,23,3.4
105,66,-9.5
106,30,1.3
107,24,3.1
108,31,1
109,29,1.6
110,58,-7.1
111,64,-8.9
112,59,-7.4
113,61,-8
114,60,-7.7
115,56,-6.5
116,30,1.3
117,24,3.1
118,59,-7.4
119,24,3.1
120,27,2.2
121,26,2.5
122,27,2.2
123,28,1.9
124,33,0.4
125,27,2.2
126,27,2.2
127,56,-6.5
128,61,-8
129,26,2.5
130,32,0.7
131,27,2.2
132,30,1.3
133,24,3.1
134,28,1.9
135,32,0.7
136,26,2.5
137,27,2.2
138,32,0.7
139,52,-5.3
140,28,1.9
141,26,2.5
142,27,2.2
143,36,-0.5
144,27,2.2
145,32,0.7
146,26,2.5
147,26,2.5
148,28,1.9
149,24,3.1
150,29,1.6
151,24,3.1
152,31,1
153,68,-10.1
154,30,1.3
155,22,3.7
156,23,3.4
157,32,0.7
158,28,1.9
159,71,-11
160,28,1.9
161,26,2.5
162,23,3.4
163,25,2.8
164,59,-7.4
165,53,-5.6
166,55,-6.2
167,25,2.8
168,31,1
169,29,1.6
170,34,0.1
171,26,2.5
172,26,2.5
173,27,2.2
174,29,1.6
175,25,2.8
176,33,0.4
177,23,3.4
178,23,3.4
179,23,3.4
180,29,1.6
181,23,3.4
182,26,2.5
183,31,1
184,31,1
185,38,-1.1
186,27,2.2
187,24,3.1
188,39,-1.4
189,28,1.9
190,25,2.8
191,25,2.8
192,28,1.9
193,35,-0.2
194,66,-9.5
195,25,2.8
196,26,2.5
197,29,1.6
198,23,3.4
199,22,3.7
200,28,1.9
201,27,2.2
202,28,1.9
203,24,3.1
204,33,0.4
205,33,0.4
206,26,2.5
207,25,2.8
208,36,-0.5
209,61,-8
210,26,2.5
211,61,-8
212,29,1.6
213,29,1.6
214,25,2.8
215,36,-0.5
216,23,3.4
217,23,3.4
218,25,2.8
219,23,3.4
220,54,-5.9
221,24,3.1
222,22,3.7
223,25,2.8
224,26,2.5
225,25,2.8
226,23,3.4
227,24,3.1
228,25,2.8
229,27,2.2
230,23,3.4
231,30,1.3
232,24,3.1
233,27,2.2
234,26,2.5
235,33,0.4
236,23,3.4
237,24,3.1
238,26,2.5
239,25,2.8
240,30,1.3
241,28,1.9
242,27,2.2
243,25,2.8
244,64,-8.9
245,24,3.1
246,28,1.9
247,23,3.4
248,27,2.2
249,27,2.2
250,23,3.4
251,27,2.2
252,34,0.1
253,26,2.5
254,59,-7.4
255,24,3.1
256,26,2.5
257,22,3.7
258,32,0.7
259,30,1.3
260,26,2.5
261,23,3.4
262,27,2.2
263,27,2.2
264,65,-9.2
265,25,2.8
266,33,0.4
267,25,2.8
268,24,3.1
269,28,1.9
270,33,0.4
271,33,0.4
272,34,0.1
273,22,3.7
274,31,1
275,26,2.5
276,22,3.7
277,29,1.6
278,24,3.1
279,65,-9.2
280,23,3.4
281,22,3.7
282,61,-8
283,64,-8.9
284,30,1.3
285,28,1.9
286,30,1.3
287,25,2.8
288,32,0.7
289,23,3.4
290,24,3.1
291,29,1.6
292,24,3.1
293,28,1.9
294,26,2.5
295,23,3.4
296,25,2.8
297,24,3.1
298,29,1.6
299,27,2.2
300,24,3.1
301,30,1.3
302,26,2.5
303,23,3.4
304,25,2.8
305,22,3.7
306,26,2.5
307,24,3.1
308,28,1.9
309,66,-9.5
310,28,1.9
311,28,1.9
312,29,1.6
313,26,2.5
314,25,2.8
315,27,2.2
316,28,1.9
317,26,2.5
318,29,1.6
319,28,1.9
320,28,1.9
321,70,-10.7
322,25,2.8
323,23,3.4
324,24,3.1
325,24,3.1
326,27,2.2
327,29,1.6
328,26,2.5
329,25,2.8
330,25,2.8
331,22,3.7
332,25,2.8
333,65,-9.2
334,24,3.1
335,27,2.2
336,29,1.6
337,26,2.5
338,23,3.4
339,25,2.8
340,31,1
341,27,2.2
342,25,2.8
343,28,1.9
344,24,3.1
345,24,3.1
346,23,3.4
347,28,1.9
348,28,1.9
349,33,0.4
350,54,-5.9
351,23,3.4
352,22,3.7
353,33,0.4
354,29,1.6
355,22,3.7
356,31,1
357,25,2.8
358,28,1.9
359,35,-0.2
360,25,2.8
361,26,2.5
362,26,2.5
363,63,-8.6
364,29,1.6
365,27,2.2
366,29,1.6
367,26,2.5
368,23,3.4
369,29,1.6
370,29,1.6
371,26,2.5
372,28,1.9
373,29,1.6
374,27,2.2
375,27,2.2
376,23,3.4
377,61,-8
378,31,1
379,26,2.5
380,30,1.3
381,23,3.4
382,25,2.8
383,27,2.2
384,26,2.5
385,29,1.6
386,27,2.2
387,30,1.3
388,56,-6.5
389,26,2.5
390,24,3.1
391,26,2.5
392,28,1.9
393,25,2.8
394,23,3.4
395,29,1.6
396,22,3.7
397,63,-8.6
398,60,-7.7
399,26,2.5
400,24,3.1
401,53,-5.6
402,27,2.2
403,27,2.2
404,56,-6.5
405,32,0.7
406,28,1.9
407,58,-7.1
408,30,1.3
409,26,2.5
410,24,3.1
411,30,1.3
412,25,2.8
413,26,2.5
414,22,3.7
415,29,1.6
416,25,2.8
417,24,3.1
418,24,3.1
419,28,1.9
420,32,0.7
421,32,0.7
422,25,2.8
423,29,1.6
424,24,3.1
425,33,0.4
426,29,1.6
427,25,2.8
428,34,0.1
429,27,2.2
430,30,1.3
431,25,2.8
432,22,3.7
433,28,1.9
434,29,1.6
435,27,2.2
436,35,-0.2
437,25,2.8
438,24,3.1
439,28,1.9
440,65,-9.2
441,33,0.4
442,24,3.1
443,29,1.6
444,27,2.2
445,56,-6.5
446,31,1
447,57,-6.8
448,59,-7.4
449,24,3.1
450,27,2.2
451,34,0.1
452,27,2.2
453,26,2.5
454,31,1
455,31,1
456,28,1.9
457,26,2.5
458,30,1.3
459,25,2.8
460,25,2.8
461,28,1.9
462,31,1
463,29,1.6
464,31,1
465,28,1.9
466,27,2.2
467,29,1.6
468,26,2.5
469,27,2.2
470,30,1.3
471,29,1.6
472,27,2.2
473,24,3.1
474,27,2.2
475,25,2.8
476,29,1.6
477,29,1.6
478,25,2.8
479,29,1.6
480,24,3.1
481,25,2.8
482,60,-7.7
483,31,1
484,29,1.6
485,28,1.9
486,26,2.5
487,24,3.1
488,28,1.9
489,29,1.6
490,52,-5.3
491,22,3.7
492,25,2.8
493,30,1.3
494,24,3.1
495,28,1.9
496,27,2.2
497,59,-7.4
498,29,1.6
499,26,2.5
